text,sentiment,contains_unusual,tokens
though the wind and the lion is told largely through the eyes of the son every member of the family can identify with one of the characters whether it be sean connerys noble brigand candace bergens feisty heroine john hustons wily john hay or steve kanalys spiffy radiant ruthless cando lieutenant roosevelts big stick  ,1,False,"['though', 'wind', 'lion', 'told', 'largely', 'eyes', 'son', 'every', 'member', 'family', 'identify', 'one', 'characters', 'whether', 'sean', 'connerys', 'noble', 'brigand', 'candace', 'bergens', 'feisty', 'heroine', 'john', 'hustons', 'wily', 'john', 'hay', 'steve', 'kanalys', 'spiffy', 'radiant', 'ruthless', 'cando', 'lieutenant', 'roosevelts', 'big', 'stick']"
this is high adventure at its best  ,1,False,"['high', 'adventure', 'best']"
i think it was robert ryans best film because he portrayed someone like my father and he was a schizophrenic in real lifemy father although he never murdered anyone but was affected more so during the second world war which made him worse  ,1,False,"['think', 'robert', 'ryans', 'best', 'film', 'portrayed', 'someone', 'like', 'father', 'schizophrenic', 'real', 'lifemy', 'father', 'although', 'never', 'murdered', 'anyone', 'affected', 'second', 'world', 'war', 'made', 'worse']"
having to humour him just to get by and get through the day was so apt  ,1,False,"['humour', 'get', 'get', 'day', 'apt']"
my mother and brother had to do thiswhen i saw robert ryan portraying this type of man it was a very good imitation of this type of individual and i was impressed  ,1,False,"['mother', 'brother', 'thiswhen', 'saw', 'robert', 'ryan', 'portraying', 'type', 'man', 'good', 'imitation', 'type', 'individual', 'impressed']"
almost all of the songs in cover girl are oldfashioned and not very tuneful  ,0,False,"['almost', 'songs', 'cover', 'girl', 'oldfashioned', 'tuneful']"
the most annoying thing about cover girl is the way in which rita hayworth is put up on a pedestal  ,0,False,"['annoying', 'thing', 'cover', 'girl', 'way', 'rita', 'hayworth', 'put', 'pedestal']"
unfortunately cover girl is an example of how hollywood used to exploit women for financial gain  ,0,False,"['unfortunately', 'cover', 'girl', 'example', 'hollywood', 'used', 'exploit', 'women', 'financial', 'gain']"
nonlinear narration thus many flashbacks and every part are articulated quite well  ,1,False,"['nonlinear', 'narration', 'thus', 'many', 'flashbacks', 'every', 'part', 'articulated', 'quite', 'well']"
the good cinematography also makes her and monica bellucci look very beautiful  ,1,False,"['good', 'cinematography', 'also', 'makes', 'monica', 'bellucci', 'look', 'beautiful']"
a good commentary of todays love and undoubtedly a film worth seeing  ,1,False,"['good', 'commentary', 'todays', 'love', 'undoubtedly', 'film', 'worth', 'seeing']"
for people who are first timers in film making i think they did an excellent job  ,1,False,"['people', 'first', 'timers', 'film', 'making', 'think', 'excellent', 'job']"
it was very popular when i was in the cinema a good house and very good reactions and plenty of laughs  ,1,False,"['popular', 'cinema', 'good', 'house', 'good', 'reactions', 'plenty', 'laughs']"
its a feelgood film and thats how i felt when i came out of the cinema  ,1,False,"['feelgood', 'film', 'thats', 'felt', 'came', 'cinema']"
it has northern humour and positive about the community it represents  ,1,False,"['northern', 'humour', 'positive', 'community', 'represents']"
i rather enjoyed it  ,1,False,"['rather', 'enjoyed']"
i liked it  ,1,False,['liked']
i couldnt take them seriously  ,0,False,"['couldnt', 'take', 'seriously']"
it really created a unique feeling though  ,1,False,"['really', 'created', 'unique', 'feeling', 'though']"
vivian schilling did an excellent job with the script  ,1,False,"['vivian', 'schilling', 'excellent', 'job', 'script']"
a world better than 95 of the garbage in the theatres today  ,1,False,"['world', 'better', '95', 'garbage', 'theatres', 'today']"
her role was played well  ,1,False,"['role', 'played', 'well']"
not too screamy not to masculine but just right  ,1,False,"['screamy', 'masculine', 'right']"
the camera really likes her in this movie  ,1,False,"['camera', 'really', 'likes', 'movie']"
i would have casted her in that role after ready the script  ,1,False,"['would', 'casted', 'role', 'ready', 'script']"
as a european the movie is a nice throwback to my time as a student in the 1980s and the experiences i had living abroad and interacting with other nationalities although the circumstances were slightly different  ,1,False,"['european', 'movie', 'nice', 'throwback', 'time', 'student', '1980s', 'experiences', 'living', 'abroad', 'interacting', 'nationalities', 'although', 'circumstances', 'slightly', 'different']"
i am a fan of his  this movie sucked really bad  ,0,False,"['fan', 'movie', 'sucked', 'really', 'bad']"
even worse than ticker  ,0,False,"['even', 'worse', 'ticker']"
 that movie was bad  ,0,False,"['movie', 'bad']"
only like 3 or 4 buildings used a couple of locations maybe  poor hummh  ,0,False,"['like', '3', '4', 'buildings', 'used', 'couple', 'locations', 'maybe', 'poor', 'hummh']"
it just blew  ,0,False,['blew']
this movie is excellentangel is beautiful and scamp is adorablehis little yelps when hes scaredand the funniest parts are whenscamp is caught under the curtain and when angel and scamp are singing ive never had this feeling beforei totally recommend this movieits coming out on special edition on june 20the cover has scamp on a garbage can and angel underneath the lid  ,1,False,"['movie', 'excellentangel', 'beautiful', 'scamp', 'adorablehis', 'little', 'yelps', 'hes', 'scaredand', 'funniest', 'parts', 'whenscamp', 'caught', 'curtain', 'angel', 'scamp', 'singing', 'ive', 'never', 'feeling', 'beforei', 'totally', 'recommend', 'movieits', 'coming', 'special', 'edition', 'june', '20the', 'cover', 'scamp', 'garbage', 'angel', 'underneath', 'lid']"
i just cant explain this movie more than romanticcharminghilariousand adorablethe junkyard scenes are funnyall the junkyard dogs have something specialtoo funny i laughedkids will love itbuy it when it comes outit has new features  ,1,False,"['cant', 'explain', 'movie', 'romanticcharminghilariousand', 'adorablethe', 'junkyard', 'scenes', 'funnyall', 'junkyard', 'dogs', 'something', 'specialtoo', 'funny', 'laughedkids', 'love', 'itbuy', 'comes', 'outit', 'new', 'features']"
now we were chosen to be tortured with this disgusting piece of blatant american propaganda  ,0,False,"['chosen', 'tortured', 'disgusting', 'piece', 'blatant', 'american', 'propaganda']"
this show is made for americans  it is too stupid and full with hatred and clichés to be admitted elsewhere  ,0,True,"['show', 'made', 'americans', 'stupid', 'full', 'hatred', 'clichés', 'admitted', 'elsewhere']"
almost everyone involved must be return to school acting is utterly predictable and bad script is pile of garbage all round  ,0,False,"['almost', 'everyone', 'involved', 'must', 'return', 'school', 'acting', 'utterly', 'predictable', 'bad', 'script', 'pile', 'garbage', 'round']"
i wish i could enter negative values admins  ,0,False,"['wish', 'could', 'enter', 'negative', 'values', 'admins']"
the sets are so bad they wouldnt look out of place on a thunderbirds episode  ,0,False,"['sets', 'bad', 'wouldnt', 'look', 'place', 'thunderbirds', 'episode']"
the use of slowmotion needlessly repeats itself throughout the movie but is well backed up by bad acting and bad is a kind word here no continuity scenes that are thrown in for no reason whatsoever vehicles that looked like they were made from a corn flakes box and a directorial style that bordered on stupidity  ,0,False,"['use', 'slowmotion', 'needlessly', 'repeats', 'throughout', 'movie', 'well', 'backed', 'bad', 'acting', 'bad', 'kind', 'word', 'continuity', 'scenes', 'thrown', 'reason', 'whatsoever', 'vehicles', 'looked', 'like', 'made', 'corn', 'flakes', 'box', 'directorial', 'style', 'bordered', 'stupidity']"
oh yeah and the storyline was pathetic too  ,0,False,"['oh', 'yeah', 'storyline', 'pathetic']"
i hate writing bad reviews about films  especially those in which i really like the star  but this film is so bad i dont believe for one second that anyone could have been proud of it  ,0,False,"['hate', 'writing', 'bad', 'reviews', 'films', 'especially', 'really', 'like', 'star', 'film', 'bad', 'dont', 'believe', 'one', 'second', 'anyone', 'could', 'proud']"
i am not a filmmaker nor am i a director but i would hide my head in the sand if id spent whatever amount of money and time on this movie  ,0,False,"['filmmaker', 'director', 'would', 'hide', 'head', 'sand', 'id', 'spent', 'whatever', 'amount', 'money', 'time', 'movie']"
in short  this was a monumental waste of time and energy and i would not recommend anyone to ever see this film  ,0,False,"['short', 'monumental', 'waste', 'time', 'energy', 'would', 'recommend', 'anyone', 'ever', 'see', 'film']"
it came free with a dvd player i bought but i still turned the thing off halfway through because i was embarrassed for howell  ,0,False,"['came', 'free', 'dvd', 'player', 'bought', 'still', 'turned', 'thing', 'halfway', 'embarrassed', 'howell']"
110  and only because there is no setting for 010  ,0,False,"['110', 'setting', '010']"
an interesting premise and billy drago is always good as a dangerous nutbag side note id love to see drago stephen mchattie and lance hendrikson in a flick together talk about raging cheekbones  ,1,False,"['interesting', 'premise', 'billy', 'drago', 'always', 'good', 'dangerous', 'nutbag', 'side', 'note', 'id', 'love', 'see', 'drago', 'stephen', 'mchattie', 'lance', 'hendrikson', 'flick', 'together', 'talk', 'raging', 'cheekbones']"
the soundtrack wasnt terrible either  ,1,False,"['soundtrack', 'wasnt', 'terrible', 'either']"
but the actingeven that of such professionals as drago and debbie rochonwas terrible the directing worse perhaps contributory to the former the dialog chimplike and the camera work barely tolerable  ,0,False,"['actingeven', 'professionals', 'drago', 'debbie', 'rochonwas', 'terrible', 'directing', 'worse', 'perhaps', 'contributory', 'former', 'dialog', 'chimplike', 'camera', 'work', 'barely', 'tolerable']"
still it was the sets that got a big 10 on my oyvey scale  ,1,False,"['still', 'sets', 'got', 'big', '10', 'oyvey', 'scale']"
yes i am simplifying things here for the sake of brevity for this really is at the core of the problems with this film  it has too much going on without any real fulfilling explanation  ,0,False,"['yes', 'simplifying', 'things', 'sake', 'brevity', 'really', 'core', 'problems', 'film', 'much', 'going', 'without', 'real', 'fulfilling', 'explanation']"
both do good jobs and are quite amusing  ,1,False,"['good', 'jobs', 'quite', 'amusing']"
but the convoluted plot just didnt convince me and much of the film was watched with a weird questioning glance  ,0,False,"['convoluted', 'plot', 'didnt', 'convince', 'much', 'film', 'watched', 'weird', 'questioning', 'glance']"
i let my girlfriend talk me into seeing this  bad idea we both hated it  ,0,False,"['let', 'girlfriend', 'talk', 'seeing', 'bad', 'idea', 'hated']"
the last 15 minutes of movie are also not bad as well  ,1,False,"['last', '15', 'minutes', 'movie', 'also', 'bad', 'well']"
bela lugosi was totally extraneous intoning odd lines  ,0,False,"['bela', 'lugosi', 'totally', 'extraneous', 'intoning', 'odd', 'lines']"
the acting was decidely wooden though no worse than a period universal b movie  ,0,False,"['acting', 'decidely', 'wooden', 'though', 'worse', 'period', 'universal', 'b', 'movie']"
i like armand assante  my cable companys summary sounded interesting so i watched it twice already and probably will again  ,1,False,"['like', 'armand', 'assante', 'cable', 'companys', 'summary', 'sounded', 'interesting', 'watched', 'twice', 'already', 'probably']"
i believe the screenwriter did a good job of tying up the loose ends  ,1,False,"['believe', 'screenwriter', 'good', 'job', 'tying', 'loose', 'ends']"
my 810 score is mostly for the plot  ,1,False,"['810', 'score', 'mostly', 'plot']"
i wont say any more  i dont like spoilers so i dont want to be one but i believe this film is worth your time  ,1,False,"['wont', 'say', 'dont', 'like', 'spoilers', 'dont', 'want', 'one', 'believe', 'film', 'worth', 'time']"
wow what a bad film  ,0,False,"['wow', 'bad', 'film']"
not frightening in the least and barely comprehensible  ,0,False,"['frightening', 'least', 'barely', 'comprehensible']"
the plot doesnt hang together at all and the acting is absolutely appalling  ,0,False,"['plot', 'doesnt', 'hang', 'together', 'acting', 'absolutely', 'appalling']"
not even good for camp value  ,0,False,"['even', 'good', 'camp', 'value']"
i wasnt expecting oscar material but this  ,0,False,"['wasnt', 'expecting', 'oscar', 'material']"
youd have to have the iq of particularly stupid mollusk not to see that one coming  ,0,False,"['youd', 'iq', 'particularly', 'stupid', 'mollusk', 'see', 'one', 'coming']"
this film and i use that word loosely is an insult to the moviegoing public  ,0,False,"['film', 'use', 'word', 'loosely', 'insult', 'moviegoing', 'public']"
if only someone involved with it knew how to string together narrative  ,0,False,"['someone', 'involved', 'knew', 'string', 'together', 'narrative']"
this gets a 1 out of 10 simply because theres nothing lower  ,0,False,"['gets', '1', '10', 'simply', 'theres', 'nothing', 'lower']"
this is one i did not have but i watched it recently on fox movie channel and was very disappointed  ,0,False,"['one', 'watched', 'recently', 'fox', 'movie', 'channel', 'disappointed']"
i know he was a contract player with little control over his scripts but the acting was as bad as the script  ,0,False,"['know', 'contract', 'player', 'little', 'control', 'scripts', 'acting', 'bad', 'script']"
victor mclaglen was even bad and brian donlevy was almost unrecognizable  ,0,False,"['victor', 'mclaglen', 'even', 'bad', 'brian', 'donlevy', 'almost', 'unrecognizable']"
considering the relations off screen between taylor and stanwyck it was surprising how little chemistry there was on screen between the two of them  ,0,False,"['considering', 'relations', 'screen', 'taylor', 'stanwyck', 'surprising', 'little', 'chemistry', 'screen', 'two']"
but the premise of the film was so ridiculous that the president of the us  ,0,False,"['premise', 'film', 'ridiculous', 'president', 'us']"
the death row scenes were entirely unmoving  ,0,False,"['death', 'row', 'scenes', 'entirely', 'unmoving']"
the only thing worse than taylors acting was stanwycks singing  ,0,False,"['thing', 'worse', 'taylors', 'acting', 'stanwycks', 'singing']"
whatever the producer was going for he missed entirely  ,0,False,"['whatever', 'producer', 'going', 'missed', 'entirely']"
i was deeply impressed with the character he played  ,1,False,"['deeply', 'impressed', 'character', 'played']"
i knew when i saw the film that more great things were to come from this gifted actor  ,1,False,"['knew', 'saw', 'film', 'great', 'things', 'come', 'gifted', 'actor']"
a cheap and cheerless heist movie with poor characterisation lots of underbite style stoic emoting think chow yun fat in a better tomorrow and some cheesy clichés thrown into an abandoned factory ready for a few poorly executed flying judo rolls a la john woo  ,0,True,"['cheap', 'cheerless', 'heist', 'movie', 'poor', 'characterisation', 'lots', 'underbite', 'style', 'stoic', 'emoting', 'think', 'chow', 'yun', 'fat', 'better', 'tomorrow', 'cheesy', 'clichés', 'thrown', 'abandoned', 'factory', 'ready', 'poorly', 'executed', 'flying', 'judo', 'rolls', 'la', 'john', 'woo']"
even the squibs look awful  ,0,False,"['even', 'squibs', 'look', 'awful']"
at no point in the proceedings does it look remotely like america  ,0,False,"['point', 'proceedings', 'look', 'remotely', 'like', 'america']"
the plot such as it is is so derivative and predictable that the ending is like a mercy killing  ,0,False,"['plot', 'derivative', 'predictable', 'ending', 'like', 'mercy', 'killing']"
the awful dialogue and hopeless overacting by everyone who gets shot top off a real waste of space and time  ,0,False,"['awful', 'dialogue', 'hopeless', 'overacting', 'everyone', 'gets', 'shot', 'top', 'real', 'waste', 'space', 'time']"
i was very uneasy with how bad this movie was but not scared at all  ,0,False,"['uneasy', 'bad', 'movie', 'scared']"
the dialogue is composed of things that make little sense  ,0,False,"['dialogue', 'composed', 'things', 'make', 'little', 'sense']"
about 30 minutes of footage is wasted to show mediocre elderly actors awkwardly babbling overwrought pseudosatanic gibberish corny enough to make a teen goth blush almost always in olde english and sometimes in latin that may or may not be made up words  ,0,False,"['30', 'minutes', 'footage', 'wasted', 'show', 'mediocre', 'elderly', 'actors', 'awkwardly', 'babbling', 'overwrought', 'pseudosatanic', 'gibberish', 'corny', 'enough', 'make', 'teen', 'goth', 'blush', 'almost', 'always', 'olde', 'english', 'sometimes', 'latin', 'may', 'may', 'made', 'words']"
the directing is sloppy at best  ,0,False,"['directing', 'sloppy', 'best']"
hackneyed writing certainly but made even worse by the bad directing  ,0,False,"['hackneyed', 'writing', 'certainly', 'made', 'even', 'worse', 'bad', 'directing']"
of course the acting is blah  ,0,False,"['course', 'acting', 'blah']"
the acting by the whole cast could be put on a scale and balanced perfectly between overacting and underacting  ,0,False,"['acting', 'whole', 'cast', 'could', 'put', 'scale', 'balanced', 'perfectly', 'overacting', 'underacting']"
and finally after all that we get to an ending that wouldve been great had it been handled by competent people and not jerry falwell  ,0,False,"['finally', 'get', 'ending', 'wouldve', 'great', 'handled', 'competent', 'people', 'jerry', 'falwell']"
i loved this movie it was a great portrayal of a family who had its share of ups and down but in the end they knew that special love they had for each other  ,1,False,"['loved', 'movie', 'great', 'portrayal', 'family', 'share', 'ups', 'end', 'knew', 'special', 'love']"
i have seen many movies starring jaclyn smith but my god this was one of her best though it came out 12 years ago  ,1,False,"['seen', 'many', 'movies', 'starring', 'jaclyn', 'smith', 'god', 'one', 'best', 'though', 'came', '12', 'years', 'ago']"
this movie contained an allstar cast and what i loved the most was that it opened my eyes to see other actors who i havent seen before  ,1,False,"['movie', 'contained', 'allstar', 'cast', 'loved', 'opened', 'eyes', 'see', 'actors', 'havent', 'seen']"
this movie was kind of long in length but i enjoyed every minute of it  ,1,False,"['movie', 'kind', 'long', 'length', 'enjoyed', 'every', 'minute']"
overall i rate this movie a 10 out of a 110 scale  ,1,False,"['overall', 'rate', 'movie', '10', '110', 'scale']"
lifetime does not air it enough so if anyone knows what store sells it let me know because this is a musthave  ,1,False,"['lifetime', 'air', 'enough', 'anyone', 'knows', 'store', 'sells', 'let', 'know', 'musthave']"
i particularly remember my senses being assaulted by strident cords of music that would blare out with very little warning and even less meaning  ,0,False,"['particularly', 'remember', 'senses', 'assaulted', 'strident', 'cords', 'music', 'would', 'blare', 'little', 'warning', 'even', 'less', 'meaning']"
it is just the sort of pap that is screened in the afternoon to punish the unemployed for not having jobs  ,0,False,"['sort', 'pap', 'screened', 'afternoon', 'punish', 'unemployed', 'jobs']"
totally different with loads of understatement and black comedy this is a film few get to see but those who do will remember it  ,1,False,"['totally', 'different', 'loads', 'understatement', 'black', 'comedy', 'film', 'get', 'see', 'remember']"
this movie creates its own universe and is fascinating in every way  ,1,False,"['movie', 'creates', 'universe', 'fascinating', 'every', 'way']"
but this movie really got to me  ,1,False,"['movie', 'really', 'got']"
see it  ,1,False,['see']
i really hope the team behind this movie makes more movies and that they will continue to do so in their own some kinda weird style  ,1,False,"['really', 'hope', 'team', 'behind', 'movie', 'makes', 'movies', 'continue', 'kinda', 'weird', 'style']"
and i forgot the casting here i superb with trond fausa aurvåg being perfect in the role as the bothersome man who doesnt understand where he is what he is doing and why  ,1,True,"['forgot', 'casting', 'superb', 'trond', 'fausa', 'aurvåg', 'perfect', 'role', 'bothersome', 'man', 'doesnt', 'understand']"
this movie is a good and humorous comment on life in 2006  ,1,False,"['movie', 'good', 'humorous', 'comment', 'life', '2006']"
i found this move beautiful enjoyable and uplifting  ,1,False,"['found', 'move', 'beautiful', 'enjoyable', 'uplifting']"
initially the local sites in the film which was filmed here in buffalo intrigued me  ,1,False,"['initially', 'local', 'sites', 'film', 'filmed', 'buffalo', 'intrigued']"
later i found myself lost in the power of the film  ,1,False,"['later', 'found', 'lost', 'power', 'film']"
the entire audience applauded at the conclusion of the film  ,1,False,"['entire', 'audience', 'applauded', 'conclusion', 'film']"
i left the theater with a lilt in my step joy in my heart and hope for the human race  ,1,False,"['left', 'theater', 'lilt', 'step', 'joy', 'heart', 'hope', 'human', 'race']"
duris has a wholesome appearance and gives a fine performance  ,1,False,"['duris', 'wholesome', 'appearance', 'gives', 'fine', 'performance']"
the rest of the cast also play well  ,1,False,"['rest', 'cast', 'also', 'play', 'well']"
cinematography noteworthy including fine views of barcelona and its famed gaudi towers  ,1,False,"['cinematography', 'noteworthy', 'including', 'fine', 'views', 'barcelona', 'famed', 'gaudi', 'towers']"
about ten minutes into this film i started having second thoughts  ,0,False,"['ten', 'minutes', 'film', 'started', 'second', 'thoughts']"
about half way through this film i started to dislike it  ,0,False,"['half', 'way', 'film', 'started', 'dislike']"
by the time the film ended i not only disliked it i despised it  ,0,False,"['time', 'film', 'ended', 'disliked', 'despised']"
what this film lacks is a convincing script  ,0,False,"['film', 'lacks', 'convincing', 'script']"
the script looks as if only a rough draft was written and shooting began before a finished script was completed  ,0,False,"['script', 'looks', 'rough', 'draft', 'written', 'shooting', 'began', 'finished', 'script', 'completed']"
things happen characters personalities change plot twists occur for no real reason other than that script calls for it  ,0,False,"['things', 'happen', 'characters', 'personalities', 'change', 'plot', 'twists', 'occur', 'real', 'reason', 'script', 'calls']"
the cast is good  ,1,False,"['cast', 'good']"
for that its worth checking out  ,1,False,"['worth', 'checking']"
this is probably the most irritating show i have ever seen in my entire life  ,0,False,"['probably', 'irritating', 'show', 'ever', 'seen', 'entire', 'life']"
it is indescribably the most annoying and idiotic show i have ever seen  ,0,False,"['indescribably', 'annoying', 'idiotic', 'show', 'ever', 'seen']"
everything about it is just bad  ,0,False,"['everything', 'bad']"
i could not understand what kind of idiot would produce this mess in the first place not to mention several season  ,0,False,"['could', 'understand', 'kind', 'idiot', 'would', 'produce', 'mess', 'first', 'place', 'mention', 'several', 'season']"
the script is bad very bad  it contains both cheesiness and unethical joke that you normally see in rated r or nc17 movie  ,0,True,"['script', 'bad', 'bad', 'contains', 'cheesiness', 'unethical', 'joke', 'normally', 'see', 'rated', 'r', 'nc17', 'movie']"
the casting is also horrible cause all you see is a really really bad actors period  ,0,False,"['casting', 'also', 'horrible', 'cause', 'see', 'really', 'really', 'bad', 'actors', 'period']"
final word this show is a real torture  ,0,False,"['final', 'word', 'show', 'real', 'torture']"
it is zillion times away from reality  ,0,False,"['zillion', 'times', 'away', 'reality']"
watching washing machine twirling around wouldnt hurt your eyes as much as this show  ,0,False,"['watching', 'washing', 'machine', 'twirling', 'around', 'wouldnt', 'hurt', 'eyes', 'much', 'show']"
rating 010 grade z note the show is so bad that even mother of the cast pull her daughter out of the show  ,0,False,"['rating', '010', 'grade', 'z', 'note', 'show', 'bad', 'even', 'mother', 'cast', 'pull', 'daughter', 'show']"
20th century foxs road house 1948 is not only quite a silly noir but is an implausible unmitigated bore of a movie  ,0,False,"['20th', 'century', 'foxs', 'road', 'house', '1948', 'quite', 'silly', 'noir', 'implausible', 'unmitigated', 'bore', 'movie']"
full of unconvincing cardboard characters it is blandly written by edward chodorov who also produced and is surprisingly directed by jean negulesco from whom one would expect a great deal more  ,0,False,"['full', 'unconvincing', 'cardboard', 'characters', 'blandly', 'written', 'edward', 'chodorov', 'also', 'produced', 'surprisingly', 'directed', 'jean', 'negulesco', 'one', 'would', 'expect', 'great', 'deal']"
from here on the widmark character turns unintentionally comical  ,0,False,"['widmark', 'character', 'turns', 'unintentionally', 'comical']"
his losing his marbles so early in the proceedings is totally implausible and unconvincing  ,0,False,"['losing', 'marbles', 'early', 'proceedings', 'totally', 'implausible', 'unconvincing']"
and if that isnt enough of a mess of a movie for you  the picture is also marred with a constant use of studio sets and indoor exteriors  ,0,False,"['isnt', 'enough', 'mess', 'movie', 'picture', 'also', 'marred', 'constant', 'use', 'studio', 'sets', 'indoor', 'exteriors']"
whatever prompted such a documentary is beyond me  ,0,False,"['whatever', 'prompted', 'documentary', 'beyond']"
very serious spoilers this movie was a huge disappointment  ,0,False,"['serious', 'spoilers', 'movie', 'huge', 'disappointment']"
there are so many problems i dont know where to start  ,0,False,"['many', 'problems', 'dont', 'know', 'start']"
the cast was great  ,1,False,"['cast', 'great']"
steve martin delivers a really funny performance of a middleaged upper class uptight white guy  ,1,False,"['steve', 'martin', 'delivers', 'really', 'funny', 'performance', 'middleaged', 'upper', 'class', 'uptight', 'white', 'guy']"
add betty white and jean smart and you have a great cast  everyone played their parts really well  ,1,False,"['add', 'betty', 'white', 'jean', 'smart', 'great', 'cast', 'everyone', 'played', 'parts', 'really', 'well']"
but the movie makes a lot of serious mistakes  ,0,False,"['movie', 'makes', 'lot', 'serious', 'mistakes']"
first of all there are enough racial stereotypes and racial jokes to offend everyone  ,0,False,"['first', 'enough', 'racial', 'stereotypes', 'racial', 'jokes', 'offend', 'everyone']"
the movie is littered with overt racial slurs towards the black cast members and in return the whites are depicted as morons and boobs  ,0,False,"['movie', 'littered', 'overt', 'racial', 'slurs', 'towards', 'black', 'cast', 'members', 'return', 'whites', 'depicted', 'morons', 'boobs']"
putting the race card aside lets look at the major flaw in the film they destroy latifas character  ,0,False,"['putting', 'race', 'card', 'aside', 'lets', 'look', 'major', 'flaw', 'film', 'destroy', 'latifas', 'character']"
there is no real plot  ,0,False,"['real', 'plot']"
i wouldnt see this movie again for free  ,0,False,"['wouldnt', 'see', 'movie', 'free']"
steamboat willie is an amazingly important film to our cinema history  ,1,False,"['steamboat', 'willie', 'amazingly', 'important', 'film', 'cinema', 'history']"
this second appearance of mickey mouse following the silent plane crazy earlier that year is probably his most famous filmmostly because it was so groundbreaking  ,1,False,"['second', 'appearance', 'mickey', 'mouse', 'following', 'silent', 'plane', 'crazy', 'earlier', 'year', 'probably', 'famous', 'filmmostly', 'groundbreaking']"
while you dont yet hear mickey speak there are tons of sound effects and music throughout the filmsomething we take for granted now but which was a huge crowd pleaser in 1928  ,1,False,"['dont', 'yet', 'hear', 'mickey', 'speak', 'tons', 'sound', 'effects', 'music', 'throughout', 'filmsomething', 'take', 'granted', 'huge', 'crowd', 'pleaser', '1928']"
however after seeing the short again after about 25 years i was amazed at how timeless the film actually is  ,1,False,"['however', 'seeing', 'short', '25', 'years', 'amazed', 'timeless', 'film', 'actually']"
its just adorable seeing mickey playing turkey in the straw in a highly imaginative if occasionally cruel way  ,1,False,"['adorable', 'seeing', 'mickey', 'playing', 'turkey', 'straw', 'highly', 'imaginative', 'occasionally', 'cruel', 'way']"
clever and a real crowdpleaserthis film still ranks among mickeys best films even after 80 wonderful years  ,1,False,"['clever', 'real', 'crowdpleaserthis', 'film', 'still', 'ranks', 'among', 'mickeys', 'best', 'films', 'even', '80', 'wonderful', 'years']"
the bipolarity of the ruthless thug one minute a ruthless killer the next minute a luvs diaper commercial is completely unconvincing  ,0,False,"['bipolarity', 'ruthless', 'thug', 'one', 'minute', 'ruthless', 'killer', 'next', 'minute', 'luvs', 'diaper', 'commercial', 'completely', 'unconvincing']"
im terribly disappointed that this film would receive so many awards and accolades especially when there are far more deserving works of film out there  ,0,False,"['im', 'terribly', 'disappointed', 'film', 'would', 'receive', 'many', 'awards', 'accolades', 'especially', 'far', 'deserving', 'works', 'film']"
the original body and soul 1947 is a masterpiece  ,1,False,"['original', 'body', 'soul', '1947', 'masterpiece']"
john garfield ann revere lilli plmer william conrad canada leeand filmed by one of the greatest cinematographers to ever grace the screenjames wong howe  ,1,False,"['john', 'garfield', 'ann', 'revere', 'lilli', 'plmer', 'william', 'conrad', 'canada', 'leeand', 'filmed', 'one', 'greatest', 'cinematographers', 'ever', 'grace', 'screenjames', 'wong', 'howe']"
i dont think there are any redeeming qualities in this remake  ,0,False,"['dont', 'think', 'redeeming', 'qualities', 'remake']"
this may be the only bad film he ever made  ,0,False,"['may', 'bad', 'film', 'ever', 'made']"
so badwellits just bad  ,0,False,"['badwellits', 'bad']"
this movie is a solid example of a bad plot and a very very bad idea all the way  ,0,False,"['movie', 'solid', 'example', 'bad', 'plot', 'bad', 'idea', 'way']"
its a shame to see good actors like thomerson and james make a living in a mess like this  ,0,False,"['shame', 'see', 'good', 'actors', 'like', 'thomerson', 'james', 'make', 'living', 'mess', 'like']"
i thought it was bad  ,0,False,"['thought', 'bad']"
both films are terrible but to the credit of the 1986 version it was watchable  ,0,False,"['films', 'terrible', 'credit', '1986', 'version', 'watchable']"
lets start with all the problemsthe acting especially from the lead professor was very very bad  ,0,True,"['lets', 'start', 'problemsthe', 'acting', 'especially', 'lead', 'professor', 'bad']"
the script is a big flawed mess  ,0,False,"['script', 'big', 'flawed', 'mess']"
the best example of how dumb the writing is when its established that you can turn the zombiestudents back into humans by removing a necklace containing a piece of the meteorite  ,0,False,"['best', 'example', 'dumb', 'writing', 'established', 'turn', 'zombiestudents', 'back', 'humans', 'removing', 'necklace', 'containing', 'piece', 'meteorite']"
director paul matthews who also wrotedirected the weak 1995 monster movie grim clearly doesnt know how to pace his films  ,0,False,"['director', 'paul', 'matthews', 'also', 'wrotedirected', 'weak', '1995', 'monster', 'movie', 'grim', 'clearly', 'doesnt', 'know', 'pace', 'films']"
the movie is terribly boring in places  ,0,False,"['movie', 'terribly', 'boring', 'places']"
the lighting is awful  ,0,False,"['lighting', 'awful']"
the film looks cheap and bland  ,0,False,"['film', 'looks', 'cheap', 'bland']"
one of the most disappointing aspects is the lack of notable gore  ,0,False,"['one', 'disappointing', 'aspects', 'lack', 'notable', 'gore']"
this convention never worked well in the past and certainly doesnt work here  ,0,False,"['convention', 'never', 'worked', 'well', 'past', 'certainly', 'doesnt', 'work']"
the visual effects were awful  ,0,False,"['visual', 'effects', 'awful']"
the cg opening sequence in space looked like it could have been created on microsoft slideshow for gods sake  ,0,False,"['cg', 'opening', 'sequence', 'space', 'looked', 'like', 'could', 'created', 'microsoft', 'slideshow', 'gods', 'sake']"
